course_id,course_name,section_name,source_line_start,source_line_end,graduation_requirement_details,course_length_text,course_length_normalized,course_length_semesters,grade_requirements,prerequisites,recommended_prerequisites,normalized_course_name,cross_reference_aliases,description,audition_tryout_required,audition_tryout_evidence
math_1010_ce,MATH 1010 CE,MATH - ELECTIVES,528,536,Math Elective,Semester,semester,1,,"“C” average in Sec 1, 2, 3 or 19+ on the ACT in Math",,math 1010 ce,math 1010 | math 1010 ce | math010 ce,"\\Concurrent Enrollment Credit UVU: MAT 1010 Expands and covers in more depth basic algebra concepts introduced in Beginning Algebra. Includes linear and quadratic equations and inequalities, polynomials and rational expressions, radical and exponential expressions and equations, complex numbers, systems of linear and nonlinear equations, functions, conic sections, and real world applications of algebra. Must get college credit for being enrolled in the course.",False,
math_1030_ce,MATH 1030 CE,MATH - ELECTIVES,537,547,Math Elective,Semester,semester,1,,"“C” average in Sec 1, 2, 3 or ACT 23 in Math",,math 1030 ce,math 1030 | math 1030 ce | math030 ce,"\\Concurrent Enrollment Credit UVU: MAT 1030 This math course shows how math helps solve real-life problems. You’ll learn about things like personal finance, growth rates, statistics, and probabilities, all while focusing on real-world situations. The goal is to help you think critically about numbers in the media and everyday life, so you can make smart decisions and spot misleading or false info. By the end, you’ll be able to understand and analyze the math behind the decisions you make in life, school, and your community.",False,
math_1040_ce,MATH 1040 CE,MATH - ELECTIVES,548,557,Math Elective,Semester,semester,1,,"“C” average in Sec 1, 2, 3 or ACT 23 in Math",,math 1040 ce,math 1040 | math 1040 ce | math040 ce,"\\Concurrent Enrollment Credit UVU: MAT 1040 A hands-on, problem-solving course designed to build your quantitative literacy through the lens of statistics. You’ll dive into key concepts like descriptive statistics, sampling techniques, and inferential methods, all while developing your critical thinking skills. This course will help you make sense of data in the real world, empowering you to approach challenges with confidence and a solid understanding of statistical reasoning.",False,
math_1050_ce,MATH 1050 CE,MATH - ELECTIVES,558,568,Math Elective,Semester,semester,1,,"“C” average in Sec 1, 2, 3 and an ACT of 23+ in Math or a grade of C or better in a Math 1010 semester course",,math 1050 ce,math 1050 | math 1050 ce | math050 ce,"\\Concurrent Enrollment Credit Option UVU: MAT 1050 Precalculus covers all the items listed under College Algebra plus a complete course in Trigonometry. Trigonometry is the study of circular functions and triangles. It is used extensively in engineering, architecture, and in Calculus. Analytic Geometry is also part of this course. This class is designed to prepare students to take Calculus AP. ???????????",False,
ap_pre_calculus,AP PRE-CALCULUS,MATH - ELECTIVES,569,575,Math Elective,Full year,full_year,2,,,,ap pre calculus,ap pre calculus,"AP Precalculus is a year-long, college-level mathematics course designed to prepare students for calculus and other STEM-related disciplines. It focuses on developing a deep conceptual understanding of functions as models of dynamic phenomena and building procedural and symbolic fluency. The main topics of focus are Polynomial and Rational Functions, Exponential and Logarithmic Functions, Trigonometric and Polar Functions, as well as Functions Involving Parameters, Vectors, and Matrices",False,
ap_calculus_ab,AP CALCULUS (AB),MATH - ELECTIVES,576,584,Math Elective,Full year,full_year,2,,,,ap calculus ab,ap calculus ab,"Get ready to dive into the world of calculus—the language of motion, change, and everything in between! AP Calculus AB isn’t just a class; it’s an adventure into the heart of mathematics. You’ll tackle limits, conquer derivatives, and master integrals, all while discovering how calculus shapes the real world—from physics to economics to engineering. This course is fast-paced, problem-packed, and designed to sharpen your critical thinking. You’ll explore functions graphically, numerically, and algebraically, using technology to unlock deeper insights. Along the way, you’ll develop the mathematical reasoning skills needed for college and beyond. By the end of the course, you'll be ready to take on the AP exam and demonstrate your mastery of calculus. Whether you’re aiming for college credit or just want to challenge yourself with higher-level math, this course will push you to think in new ways and build a strong foundation for future success.",False,
ap_calculus_bc,AP CALCULUS (BC),MATH - ELECTIVES,585,595,Math Elective,Full year,full_year,2,,,,ap calculus bc,ap calculus bc,"AP Calculus BC is a rigorous, college-level mathematics course that is the equivalent of both first and second-semester college calculus. The course builds upon the foundational concepts of AP Calculus AB and extends them to more advanced topics, with an emphasis on a multi-representational approach (graphical, numerical, analytical, and verbal) to problem-solving. The primary goal is to develop a deep understanding of calculus concepts and provide experience with methods and applications, preparing students for further study in mathematics, engineering, physics, computer science, and economics. Key objectives include: Cultivating an understanding of limits, derivatives, integrals, and infinite sequences and series. Applying definitions and theorems to build mathematical arguments and justify conclusions. Connecting concepts across different representations to understand how calculus applies to various functions and real-world problems. Using technology (graphing calculators) to explore concepts, confirm work, and interpret results.",False,
ap_statistics,AP STATISTICS,MATH - ELECTIVES,596,603,Math Elective,Full year,full_year,2,,,,ap statistics,ap statistics,"Unlock the power of data analysis in this engaging advanced placement course! You’ll learn how to collect, summarize, and analyze data to uncover patterns, spot trends, and make predictions about future behavior. Dive deep into probability, counting theory, simulations, and mathematical modeling with a hands-on approach to solving real-world problems. Technology will be your tool for creating simulations and analyzing data, helping you develop critical thinking and decision-making skills. A graphing calculator (TI-83+ or any TI-84 recommended) is required to fully engage with the course content. Get ready to explore the fascinating world of data and predictions!",False,
computer_programming_1_and_2,COMPUTER PROGRAMMING 1 & 2,MATH - ELECTIVES,604,612,CTE or Math Elective with signed math opt out form or Digital Studies,Full year,full_year,2,,,,computer programming 1 and 2,computer programming 1 2 | computer programming 1 and 2 | computer programming and,"\\Full year can give UVU: CS 1400 Credit “I think everybody in this country should learn how to program a computer because it teaches you how to think,” said Steve Jobs. This year-long computer programming course will be fun and also teach you to think. This includes creating software, game development, and business applications. Students will learn to design, code, and test their own programs. Students will learn Microsoft’s C\# programming language, Kodu game development, and MonoGame studio. As a supplement and reinforcement, students will create basic PC games. This course includes the fundamentals and basic theories of computer programming, simple control and data structures, basic operating systems and file commands, and the use of text files. Students will also apply mathematical skills throughout the course. The course fundamentals include conditionals, looping, methods, file manipulation, arrays, objects, and classes.",False,
math_for_decision_making,MATH FOR DECISION MAKING,MATH - ELECTIVES,613,619,Math Elective,Full year,full_year,2,,,,math for decision making,math for decision making,"Parent signed math opt out form required How can mathematical reasoning help you navigate adulthood? Math for Decision Making is a practical course designed to improve numerical literacy and equip you with skills for well-informed decision-making. Throughout the year, you will explore personal finance (taxes, budgeting, loans), data literacy (probability, statistical bias), and civic mathematics (voting systems, election fairness). You will also use technology to model real-world scenarios like population growth and applied geometry. Because the four quarters are independent, students may enter or exit the course at the start of any quarter. This course provides the foundational numerical literacy and strategic tools needed to use math with confidence in your daily life.",False,
us_history,US HISTORY,US HISTORY,623,628,US History,Full year,full_year,2,,,,us history,us history,"This course is designed to cover the history of the United States from 1865 to the present. Students will study the social, economic, and political developments of this period. Emphasis will be placed on events, issues and the men and women important to our national heritage. There is also an in depth study of the constitution and how it works.",False,
ap_us_history_ce,AP US HISTORY CE,US HISTORY,629,637,US History,Full year,full_year,2,,,,ap us history ce,ap us history | ap us history ce,"\\Concurrent Enrollment Credit UVU: HIST 1700 Welcome to HIST 1700: American Civilization/AP U.S. History, a college-level course that dives into the history, culture, and development of the United States from its founding to the present. This course challenges you to think deeply, analyze complex ideas, and engage in meaningful discussions about the events and movements that have shaped American society. Expect that this college-level course will hold the same expectations as if you were a student on campus at UVU, which means you'll read a lot, write a lot, and be required to think critically about events and issues, while developing skills that will serve you far beyond this class. Together, we'll explore topics like democracy, civil rights, and cultural shifts, always asking how America's past continues to impact its present and future. Be ready to step up, speak up, and grow as a thoughtful student of history and society. Students in this class also have the option to take the AP U.S. History exam in the Spring, and will have opportunities to prepare for that throughout the year. This means that you can potentially earn up to 6 college credits (3 from UVU and 3 from AP).",False,
government_and_citizenship,GOVERNMENT & CITIZENSHIP,GOVERNMENT & CITIZENSHIP,641,646,Government & Citizenship,Semester,semester,1,,,,government and citizenship,government and citizenship | government citizenship,"This course will give students a general understanding of the government, political and legal systems of the United States and the responsibilities of being a good citizen.",False,
government_and_citizenship_ce,GOVERNMENT & CITIZENSHIP CE,GOVERNMENT & CITIZENSHIP,647,654,Government & Citizenship,Semester,semester,1,,,,government and citizenship ce,government and citizenship | government and citizenship ce | government citizenship ce,"\\Concurrent Enrollment Credit UVU: POLS 1100 In CE Government and Citizenship students will learn the foundations of American government and how the political process works. Students who take an active approach in their learning will not only understand the history, institutions, and actors in American politics, but they will also be able to critically analyze current political issues. We will explore the political structures (legislative, executive, judicial, and bureaucratic), behaviors, and processes through which we are governed.",False,
ap_government_and_politics,AP GOVERNMENT & POLITICS,GOVERNMENT & CITIZENSHIP,655,661,Government & Citizenship and Social Studies Elective,Full year,full_year,2,,,,ap government and politics,ap government and politics | ap government politics,"This course is designed for those who desire to continue their education beyond high school. The course will provide students with an in depth study of the government, political and legal systems of the United States. Practical learning skills will be combined with the instruction from outside resource persons and varied activities which will enable students to learn about law and the legal system of this nation. Students may receive college credit and are expected to take the AP exam in May. Students passing the AP exam with a score of 3 or above will receive college credit.",False,
ancient_world_history,ANCIENT WORLD HISTORY,SOCIAL STUDIES - ELECTIVES,665,671,World Civilizations or Social Studies Elective,Semester,semester,1,,,,ancient world history,ancient world history,"A thematically based course that will cover the progress of civilization from its beginnings around 3500 B.C. to the advent of Medieval times approximately 500 A.D. The main goal of this course is to show how the past has influenced the present. To do this the class will focus on social, economic and political issues throughout many of the early, ancient civilizations such as Mesopotamia, Egypt, Greece, Rome, China, and India.",False,
art_history_1010_ce,ART HISTORY 1010 CE,SOCIAL STUDIES - ELECTIVES,672,679,Art or Social Studies Elective,Semester,semester,1,,,,art history 1010 ce,art history 1010 | art history 1010 ce | art history010 ce,"\\Concurrent Enrollment Credit Option UVU: ART 1010 How do we understand art in our world? What is the function of art now and how does that compare to how art was understood by past peoples? This course develops an appreciation of the visual arts by investigating the elements and principles of art, art criticism, art production, and the history of art. Students identify works of art and describe their significance in writing. You will define (and re-define) art and understand its changing relationship with society over the centuries. Class discussions will be critical to the learning process. Students are expected to look at art, read, think, write, ask, share observations, and discuss.",False,
current_issues,CURRENT ISSUES,SOCIAL STUDIES - ELECTIVES,680,685,Social Studies Elective,Semester,semester,1,,,,current issues,current issues,"In this class, you'll dive into the latest news and learn how to think critically about what's happening around the world. You'll explore different sources to understand big global issues. By discussing with classmates, you'll learn to see things from different angles and form your own opinions. This course will help you become more informed and engaged with the world today.",False,
economics,ECONOMICS,SOCIAL STUDIES - ELECTIVES,686,691,Social Studies Elective,Semester,semester,1,,,,economics,economics,"Ever wondered why prices go up, how businesses make money, or why some countries are richer than others? This course dives into real-world economic issues and how societies tackle them. You'll explore how the U.S. economy works, its role in the global market, and—most importantly—how you can use economic principles in your own life to make smarter financial decisions.",False,
ap_economics,AP ECONOMICS,SOCIAL STUDIES - ELECTIVES,692,698,Social Studies Elective,Full year,full_year,2,,,,ap economics,ap economics,"AP Economics is a full-year, college-level course that covers both AP Microeconomics and AP Macroeconomics. Students will study how individuals, businesses, and governments make decisions about scarce resources and how markets and economies function. The course includes analysis of supply and demand, market structures, economic indicators, fiscal and monetary policy, and international trade. Emphasis is placed on interpreting graphs and data, applying economic reasoning to real-world situations, and preparing students for the AP Microeconomics and AP Macroeconomics exams.",False,
ap_government_and_politics,AP GOVERNMENT & POLITICS,SOCIAL STUDIES - ELECTIVES,699,705,Government & Citizenship and Social Studies Elective,Full year,full_year,2,,,,ap government and politics,ap government and politics | ap government politics,"This course is designed for those who desire to continue their education beyond high school. The course will provide students with an in depth study of the government, political and legal systems of the United States. Practical learning skills will be combined with the instruction from outside resource persons and varied activities which will enable students to learn about law and the legal system of this nation. Students may receive college credit and are expected to take the AP exam in May. Students passing the AP exam with a score of 3 or above will receive college credit.",False,
history_of_rock_and_roll,HISTORY OF ROCK AND ROLL,SOCIAL STUDIES - ELECTIVES,706,711,Social Studies Elective,Semester,semester,1,,,,history of rock and roll,history of rock and roll | history of rock roll,"Get ready to rock! In this engaging and dynamic course, students will explore the rich history of rock and roll music, from its roots in blues, gospel, and country to its role as a driving force in social, cultural, and political movements. Along the way, students will analyze key artists, influential albums, and major technological innovations that shaped the genre and left a lasting impact on American and global culture. Through listening exercises, discussions, multimedia analysis, and creative projects, students will gain a deeper understanding of the evolution of rock music and its intersections with history, fashion, technology, and identity. From Elvis Presley and The Beatles to Nirvana and modern alternative rock, this course offers something for every music lover.",False,
modern_world_history,MODERN WORLD HISTORY,SOCIAL STUDIES - ELECTIVES,712,717,World Civilizations or Social Studies Elective,Semester,semester,1,,,,modern world history,modern world history,"This course will track and discuss the progression of world events from the 1200’s A.D. Starting with Medieval times then transitioning into the dawn of Modern History with the Age of Exploration and Renaissance. We will discuss the impact of the Enlightenment, Age of Revolution, Age of Imperialism, and the World Wars Era, then end with the Cold War Era. Through the course of the units listed above this class will study how the many different peoples of the world have intermingled, affected each other, and influenced the way the world is today.",False,
pop_culture_history,POP CULTURE HISTORY,SOCIAL STUDIES - ELECTIVES,718,723,Social Studies Elective,Semester,semester,1,,,,pop culture history,pop culture history,"From the rise of rock ‘n’ roll to the impact of social media, pop culture has shaped the way we think, dress, and connect with the world. This course explores the history of music, film, television, fashion, and technology, revealing how cultural movements reflect and influence society. Through discussions, media analysis, and hands-on projects, students will uncover the deeper meanings behind their favorite trends and discover how pop culture has driven social change throughout history. If you love the world of entertainment—or just want to understand the forces shaping our own—this class is for you!",False,
psychology,PSYCHOLOGY,SOCIAL STUDIES - ELECTIVES,724,730,Social Studies Elective,Semester,semester,1,,,,psychology,psychology,"Ever wondered why people think, feel, and act the way they do? Dive into the fascinating world of psychology, where science meets the mysteries of the human mind! In this course, you'll explore everything from brain chemistry to personality, dreams to decision-making, and even the power of social influence. Through hands-on activities, real-world case studies, and mind-blowing experiments (some of which you will conduct yourself), you’ll gain insights into what makes us tick and be able to see the world through a whole new lens.",False,
psychology_ce,PSYCHOLOGY CE,SOCIAL STUDIES - ELECTIVES,731,739,Social Studies Elective,Semester,semester,1,,,,psychology ce,psychology | psychology ce,"\\Concurrent Enrollment Credit UVU: PSY 1010 Step into the world of psychology at the college level and earn credit while exploring the science behind human thought and behavior! This UVU-partnered course delves into brain function, cognition, mental health, social dynamics, and psychological research methods. Through in-depth discussions, case studies, and hands-on experiments, students will develop critical thinking skills and apply psychological principles to real-world situations. Whether you're preparing for a future in psychology or just curious about what makes people tick, this course challenges you to think deeper, analyze data, and gain insights that will stick with you long after the semester ends!",False,
ap_psychology_live_interactive,AP PSYCHOLOGY- LIVE INTERACTIVE,SOCIAL STUDIES - ELECTIVES,740,747,Social Studies Elective,Full year,full_year,2,,,,ap psychology live interactive,ap psychology live interactive,"This class is taught in a facilitator-run classroom with a remote teacher. The AP Psychology course is designed to prepare students for the Advanced Placement Program examination. The course emphasizes the history of psychology as a science. The classes examine the various theories that form the foundation of human and animal behavior. The lessons trace the development of the major schools of psychology. The scientific nature of psychology is examined by means of experimental research methodology and inferential statistics. Fundamental areas of exploration include: the biological basis of behavior, sensation and perception, psychological disorders, states of consciousness, learning, personality, emotional, abnormal psychology, and ethics.",False,
sports_history,SPORTS HISTORY,SOCIAL STUDIES - ELECTIVES,748,753,Social Studies Elective,Semester,semester,1,,,,sports history,sports history,"Sports History explores the evolution of sports and their impact on culture, society, and politics. Students will study the origins of various sports, the role of athletes, and how events have shaped global and local communities. Through discussions and projects, students will analyze the influence of sports on race, gender, economics, and social change.",False,
sociology,SOCIOLOGY,SOCIAL STUDIES - ELECTIVES,754,759,Social Studies Elective,Semester,semester,1,,,,sociology,sociology,"In Sociology, you’ll explore how society shapes who we are and how we see the world. We’ll look at real-life topics like social media, peer pressure, family life, inequality, culture, dating, values and social change. We'll look at human behaviors and social interactions and what they teach us about ourselves. You’ll analyze how schools, communities, and cultures influence everyday life—and how individuals and groups fit into them. If you like asking why things are the way they are and talking about real-world issues that matter, this class is for you.",False,
wars,WARS,SOCIAL STUDIES - ELECTIVES,760,765,Social Studies Elective,Semester,semester,1,,,,wars,wars,This course will take an in depth look into the time periods of World War I and World War II. We will study the causes and effects of both wars as well as delving into specific campaigns and personal accounts of each war.,False,
women_s_history,WOMEN’S HISTORY,SOCIAL STUDIES - ELECTIVES,766,771,Social Studies Elective,Semester,semester,1,,,,women s history,women s history,"From Egypt's first woman pharaoh to today's female presidents and prime ministers, women have played a major role in history. This course will offer a survey of women in America, the role of gender in American politics, and the experiences of women from different classes and races.",False,
ap_world_history,AP WORLD HISTORY,SOCIAL STUDIES - ELECTIVES,772,778,Social Studies Elective,Full year,full_year,2,,,,ap world history,ap world history,This course is designed for those who desire to continue their education beyond high school. The course is an in-depth study of World History from 1000 C.E. to the present. Practical learning skills will be combined with essay writing to analyze events which will enable students to learn about the world around them. Students taking this class are encouraged to take the AP exam in May. Students passing the AP exam with a score of 3 or above will likely receive college credit depending on their choice of college.,False,
world_religions,WORLD RELIGIONS,SOCIAL STUDIES - ELECTIVES,779,784,Social Studies Elective,Semester,semester,1,,,,world religions,world religions,"World Religions is a comparative course designed to help students gain a better understanding of, and an appreciation for, a variety of religious beliefs, traditions, and practices around the world, thereby helping students develop a general sense of religious tolerance and respect. The course will compare and contrast the major religions of the world, including Christianity, Islam, Hinduism, Buddhism, and Judaism. We will also look into a variety of lesser known religious beliefs and practices.",False,
dance_1,DANCE 1,FINE ARTS,788,796,Art or PE Elective,Semester,semester,1,,,,dance 1,dance | dance 1,"Grades 10-12 Dance clothes required Dance 1 explores a variety of dance styles. You’ll learn fun choreography, build skill and confidence, and make friends as you perform together. You’ll experience music and movement, and learn to use time, space, and energy to create dance. A performance at the end of the semester is required.",False,
dance_2,DANCE 2,FINE ARTS,797,806,Art or PE Elective,Full year or Semester,full_year,2,,Dance 1 or Instructor Approval,,dance 2,dance | dance 2,"Grades 10-12 Dance clothes required Dance 2 builds on Dance 1\. You’ll continue learning choreography, keep building dance and performance skills, and get more performance opportunities. You’ll also increase your ability to create dance as an artist. A performance at the end of the semester is required.",False,
synergy_company_dance_3_audition_only,SYNERGY COMPANY: DANCE 3 (Audition only),FINE ARTS,807,817,Art or PE Elective,Full year,full_year,2,,Audition or Instructor Approval,,synergy company dance 3 audition only,synergy company dance 3 audition only | synergy company dance audition only,"Grades 10-12 Dance clothes required \\Optional Concurrent Enrollment Credit UVU: DANC 141R Dance 3 focuses on building choreography skills. You’ll study dance history, the role of dance artists in society, and continue developing technique and performance ability. This class offers Concurrent Enrollment through UVU. A performance at the end of each semester is required.",True,audition
dance_company_audition_only,DANCE COMPANY (Audition only),FINE ARTS,818,827,Art or PE Elective,Full year,full_year,2,,Audition only,,dance company audition only,dance company audition only,"Grades 10-12 Dance clothes required Dance Company is a full-year, advanced level dance company. Company members will gain broadened perspectives, as well as increase in technical mastery, choreographic and improvisational skill, and performance artistry. While Dance Company performs at a variety of events throughout the year, including halftimes and assemblies, emphasis is placed on the production of an artistic concert performance. Students must be committed to attending extra-curricular rehearsals and performances, especially the semester-end concerts.",True,audition
ballroom_company_audition_only,BALLROOM COMPANY (Audition only),FINE ARTS,828,836,Art or PE Elective,Full year,full_year,2,,Audition only,,ballroom company audition only,ballroom company audition only,"Dance clothes required Are you ready to take your dance skills to the next level? The Ballroom Company is a competitive performance opportunity, focused on learning and mastering both individual partner and formation routines in a variety of ballroom styles. Students should be dedicated, disciplined, and prepared to commit to a competitive dance team experience.",True,audition
drama_3_ce,DRAMA 3 CE,FINE ARTS,837,844,Art,Full year,full_year,2,,,,drama 3 ce,drama 3 | drama 3 ce | drama ce,"\\Concurrent Enrollment Credit UVU: THEA 1013 Step into the spotlight! Drama 3 is an exciting, hands-on course where students will develop their acting skills, experiment with playwriting, and create their own theatrical performances. Through character development, improvisation, Shakespeare, and ensemble work, students will grow their confidence both on and off the stage. Drama 3 students will perform in the Night of Shakespeare and the Night of One Acts and will compete at both the Region and State Drama Competitions. Whether you're an experienced performer or just looking to build confidence, this class will challenge and inspire you. Optional college credit available for THEA 1013, Introduction to Theatre, with registration through UVU.",False,
drama_4_audition_only,DRAMA 4 (Audition only),FINE ARTS,845,851,Art,Full year,full_year,2,,,,drama 4 audition only,drama 4 audition only | drama audition only,"Ready to take your acting skills to the next level? Drama 4 is an advanced performance course where students will refine their craft through challenging acting techniques, ensemble work, and experimental theatre. Students will dive deep into comedy and tragedy, master Shakespearean performance, and explore cutting-edge acting styles. This class isn’t just about performing—it’s about creating meaningful, powerful theatre that resonates with audiences. Drama 4 students will produce a mainstage play and compete at the Utah Shakespearean Festival as well as Region and State Drama Competitions.",True,audition
musical_dance_theatre_audition_only,MUSICAL DANCE THEATRE (Audition only),FINE ARTS,852,859,Art,Full year,full_year,2,,,,musical dance theatre audition only,musical dance theatre audition only,"Love singing, dancing, and acting? This high-energy course is for students who want to bring musical theatre to life! In this class, students will train in vocal performance, choreography, and acting techniques while preparing for the school’s fall and spring musical productions. Students will develop skills in auditioning, character work, and performance, working both in class and after school to create professional-quality productions. But this class is about more than just performing—it’s about building confidence, teamwork, communication, and discipline. Students will develop skills that go far beyond the stage, such as problem-solving, collaboration, time management, and resilience. Whether they go on to pursue a career in the arts or not, Musical Dance Theatre gives students the ability to express themselves, work effectively in a team, and present themselves with confidence in any setting. If you dream of performing or just want to challenge yourself in a supportive and creative environment, this class is the perfect opportunity!",True,audition
stage_craft_construction_beginning_technical_theatre,STAGE CRAFT/CONSTRUCTION (Beginning Technical Theatre),FINE ARTS,860,867,Art,Full year,full_year,2,,,,stage craft construction beginning technical theatre,stage craft construction beginning technical theatre,"Ever wondered how the magic of theatre happens behind the scenes? This hands-on course introduces students to the essential skills of technical theatre, including set design, lighting, sound, costume construction, and stage makeup. Students will build and create props, costumes, and scenery, learning how to bring a production to life. Whether you're interested in theatre tech, design, or just want to pick up some incredible hands-on skills, this class will give you real-world experience in the behind-the-scenes magic of theatre! Required after school hours: 1st semester 20 hours, 2nd semester 30 hours",False,
stage_crew_advanced_technical_theatre_teacher_approval_required,STAGE CREW (Advanced Technical Theatre- Teacher approval required),FINE ARTS,868,874,Art,Full year,full_year,2,,,,stage crew advanced technical theatre teacher approval required,stage crew advanced technical theatre teacher approval required,"For students who are ready to take their technical theatre skills to a professional level, Stage Crew offers hands-on experience in lighting, sound, set design, stage management, and more. Students will design and implement technical elements for productions, gaining real-world experience that prepares them for university theatre programs or careers in the entertainment industry. Stage Crew members also run the school auditorium, ensuring that productions and events run smoothly. If you love problem-solving, working with your hands, and bringing productions to life, this class is for you!",False,
film_literature_1_film_making_1,FILM LITERATURE 1/FILM MAKING 1,FINE ARTS,875,881,English Elective or Arts,Semester,semester,1,,,,film literature 1 film making 1,film literature 1 film making 1 | film literature film making,"Ever wondered how movies shape the world? In this exciting course, students will dive into the power of film as both an art form and a force for change. From the early days of cinema to modern blockbusters, we'll explore how movies reflect and impact history, culture, and society. Students will watch, analyze, discuss and write about iconic films, gaining a deeper understanding of storytelling and filmmaking techniques. Beyond watching movies, students will also create their own short films, write scripts, and work on creative projects that bring their ideas to life.",False,
film_literature_2_film_making_2,FILM LITERATURE 2/FILM MAKING 2,FINE ARTS,882,888,English Elective or Arts,Semester,semester,1,,,,film literature 2 film making 2,film literature 2 film making 2 | film literature film making,"If you love movies and want to take your film knowledge to the next level, this class is for you! Whether or not you’ve taken Film Lit 1, this course explores how different film genres—from suspenseful film noir to laugh-out-loud comedies—use editing, music, lighting, and camera work to tell powerful stories. Students will analyze groundbreaking films from around the world, create their own projects, and even try their hand at podcasting! This course is perfect for aspiring filmmakers, critics, or anyone who wants to see movies in a whole new way.",False,
art_foundations,ART FOUNDATIONS,FINE ARTS,889,895,Art,Semester,semester,1,,,,art foundations,art foundations,"This beginner art course explores the basics of art—like line, shape, color, and texture—through fun projects and different materials. You'll boost your creativity, critical thinking, and teamwork skills while working on assignments using different art mediums (like paint, color pencil, graphite). Plus, you'll learn how to take care of the studio and art supplies.",False,
ceramics_1,CERAMICS 1,FINE ARTS,896,902,Art,Semester,semester,1,,,,ceramics 1,ceramics | ceramics 1,"Ceramics 1 is messy, fun and for all skill levels with varied experience. The class is an introduction to beginning wheel throwing and hand-building techniques incorporating surface design and glazing on each project. Emphasis is placed on developing creativity, critical thinking, communication and collaboration skills. Participating in all activities including daily care and maintenance of the studio, clay tools, and equipment is required. No prior knowledge of clay or ceramics is needed. Consistent, in person attendance is required.",False,
ceramics_2,CERAMICS 2,FINE ARTS,903,909,Art,Semester,semester,1,,,,ceramics 2,ceramics | ceramics 2,"Ceramics 2 takes your pottery skills to the next level with a strong focus on wheel throwing! You’ll refine the techniques learned in previous ceramic classes while also exploring creative surface design. Beyond making cool pottery, this class helps you sharpen your creativity, critical thinking, and collaboration skills. Plus, you'll be part of a hands-on studio environment where everyone pitches in to keep the space, tools, and equipment in top shape. This class is for students who have completed high school Ceramics 1 and is in-person only—because you can’t throw clay over Zoom!",False,
advanced_ceramics,ADVANCED CERAMICS,FINE ARTS,910,920,Art,Semester,semester,1,,,,advanced ceramics,advanced ceramics | advancedramics,"Ready to take your ceramics skills to the next level? This advanced studio course gives you the freedom to develop your own ideas and push your limits in clay. You’ll refine your wheel-throwing, hand-building, and learn new firing techniques while exploring ways to bring your creative vision to life. With a strong focus on the artistic process, you’ll plan, experiment, and execute original projects, building on everything you learned in Ceramics 1 & 2\. Want to create an AP Art Portfolio? You’ll have the option to develop one and take the AP test. This hands-on, in-person course is designed for dedicated ceramic artists ready to challenge themselves. If you love working with clay and want to elevate your craft, this is the class for you! In-person attendance required.",False,
intro_to_sculpture_create_experiment_explore,"INTRO TO SCULPTURE: Create, Experiment, Explore!",FINE ARTS,921,929,Art,1 Semester,semester,1,,,,intro to sculpture create experiment explore,intro to sculpture create experiment explore,"Grades 10-12 Get ready to bring your ideas to life in this hands-on, creative exploration of three-dimensional art! In this class, you'll experiment with a variety of materials and sculpture techniques, learning how to transform simple concepts into amazing 3D forms. From sketching out ideas to studying inspiring artists, you’ll discover the unique possibilities of each medium while developing your own artistic style. This course isn’t just about making cool art—it’s about pushing your creativity, problem-solving, and collaboration skills to the next level. You'll be actively engaged in every step of the process, from brainstorming to building, all while helping maintain a working studio space. Open to all skill levels, this in-person class is a must for anyone ready to get their hands dirty and their creativity flowing! The course fee includes all materials (3 different types of clay, foam, mixed media, tools, cleaning supplies, cold finish supplies, and various adhesives).",False,
ceramic_sculpture,CERAMIC SCULPTURE,FINE ARTS,930,939,Art,Semester,semester,1,,,,ceramic sculpture,ceramic sculpture,"Grades 10-12 Get ready to mold, sculpt, and create in this hands-on clay adventure! Whether you're a beginner or a budding artist, you’ll master essential techniques like coil, slab, and pinch while experimenting with texture, form, and surface design. From sketching ideas to bringing them to life in 3D, you'll push your creativity to new heights. But this class is more than just making cool sculptures—it’s about thinking outside the box, problem-solving, and working together. You’ll share ideas, give feedback, and collaborate in a dynamic studio environment where everyone helps keep the space running. No experience needed—just bring your imagination! In-person attendance required. The course fee includes all materials (clay, tools, cleaning supplies, cold finish supplies, various adhesives, and glazes).",False,
drawing_1,DRAWING 1,FINE ARTS,940,946,Art,Semester,semester,1,,,,drawing 1,drawing | drawing 1,"This course explores the elements and principles of art and how they are used to create works of art. Students will learn basic drawing skills that they will apply to a variety of media such as: Graphite (pencil), charcoal, ink, colored pencil, and pastel. A variety of subject matter will be covered including: still life, observational drawing, perspective, portraiture, symbolism and personal expression.",False,
drawing_2,DRAWING 2,FINE ARTS,947,954,Art,Semester,semester,1,,,Drawing 1,drawing 2,drawing | drawing 2,"Experience the joy and satisfaction of creating, developing a skill that you can use throughout your life. Take your drawing further in this intermediate drawing course, where you will study art techniques and styles from around the world. Use graphite, pen and ink, charcoal, colored pencil, pastel, and marker to study figure drawing, advanced spatial drawing, creative processes, composition, and develop your drawing confidence.",False,
